Angela Taylor,69118659-aba8-452f-8937-26b8c1d13191,Statistical Methods in Biomedical Research,9.9,8.8,3.3,4.1,,,,6.5
Claire Taylor,a61d50f6-c8fe-4e0a-987b-eef42d3d23a5,Bioinformatics,9.8,5.9,4,1.9,3.1,2.9,,4.6
Brittany James,d61b6683-4a8f-421f-ad02-256980b7d0aa,Introduction to Data Science,4,7.2,1.5,2.3,5.8,,,4.2
Anna Morales,a2be7b90-6b2b-4fd9-9c5b-0f7748c7a2a1,Statistical Methods in Biomedical Research,6.5,4.9,2.8,0.8,,,,3.8
Logan Sanders,f4f69098-adb3-4e17-99cf-8f767aed918a,Introduction to Data Science,2.9,5.5,4.9,2.3,2.2,,,3.6
Jack Cox,6f1ce534-fce7-42a9-a009-e8863c68b2b0,Introduction to Data Science,2.5,3.9,0.3,2.3,8.6,,,3.5
Ava Hall,57089215-27be-4682-bb70-b43bfd3577f1,Bioinformatics,0.2,1.8,5.7,0.7,3,7.6,,3.2
Isabella Mendoza,381be333-6d54-48c4-bd68-2940b7aa1d8c,Introduction to Data Science,2.5,1.9,1.9,5.4,7,,,3.7
Sarah Ross,5953a31b-df86-454e-914d-5742ab290e43,Big Data Analysis,7.9,2.4,9,6.9,,,,6.6
Adam Reyes,1b9a5469-0600-4aa6-95bd-55bb37486702,Machine Learning,1.2,0.2,5.4,,,,,2.3
Deborah Mendoza,d741c52d-a640-4692-a184-e01424743627,Machine Learning,5.4,6.3,4.2,,,,,5.3
Alexa Diaz,95311784-c665-4a50-829f-a37ea74b09bf,Statistical Methods in Biomedical Research,3,6.2,3.6,6.8,,,,4.9
Lily Price,fa645738-3c76-4f56-8782-2d9b77df5712,Machine Learning,9,8.6,1.6,,,,,6.4
Christian Jackson,1f128958-0490-4667-9e0e-f0f41f920d29,Bioinformatics,6.1,1,2.4,1,5.6,8.6,,4.1
Lillian Cooper,52aa64e0-ffa9-4068-959c-ecc3c220ba23,Statistical Methods in Biomedical Research,1,7.5,8.6,9.4,,,,6.6
Nathan Mitchell,c37d824e-0aac-4e53-8727-6a0a524ff682,Bioinformatics,5.2,6.4,7.6,7.1,3,0.5,,5
Audrey Scott,11999294-a779-49d8-89c0-0dd8fb5450af,Statistical Methods in Biomedical Research,2.5,1.4,1,1.6,,,,1.6
Deborah Clark,3a503ed4-9042-4528-8f52-b56c8e9101e8,Big Data Analysis,8.8,3.7,5.2,2,,,,4.9
Cameron Young,abb42269-3cc6-42b5-9a08-263bf3107a19,Machine Learning,4.6,7,2.1,,,,,4.6
Katherine Martinez,a50cc20c-fda8-4dfc-8419-8abfb8e0fa69,Machine Learning,9.1,1,2.2,,,,,4.1
Paul Wood,499e9f38-cafd-450a-b154-656688bf7d5e,Introduction to Data Science,9.4,3.6,0.5,6.3,3.2,,,4.6
Adrian Kim,9fdf5d3d-bece-46a6-8172-ad4cfba6d2a1,Bioinformatics,1.3,2.6,7.9,8.2,7.9,6.6,,5.8
Audrey Adams,81d3e7e2-02c8-40e8-a69f-69752c3ee63f,Statistical Methods in Biomedical Research,4.7,1.9,7.3,0.9,,,,3.7
Ashley Young,df603e91-c336-437e-9814-6390c5e63fed,Bioinformatics,2,4.6,7.3,3.6,8.7,8.2,,5.7
Noah Green,c7f66744-cb1d-4e67-b4ad-886a8dfb0a1c,Bioinformatics,7.7,7.4,3.3,1.8,1.2,6.1,,4.6
Caleb Nelson,42f4dd7b-6b8a-44fa-9efb-88d79f0aebab,Bioinformatics,6.5,6.8,5.3,7.7,2.5,7.3,,6
Ashley Ruiz,1495531c-d133-4053-80de-8d6a5d64b348,Machine Learning,4.3,0.7,2.4,,,,,2.5
Rebecca Young,22b8b162-2505-4a64-8966-cf69207c6a94,Bioinformatics,3.9,8,0.7,5.7,8.4,5.2,,5.3
Abigail Taylor,f19087d8-a57f-4a62-a73a-38ecc90fe12a,Statistical Methods in Biomedical Research,5.7,3.4,2.2,6.9,,,,4.6
Caleb Moore,2ead20d6-c840-419f-b5e0-a0431a67db7e,Big Data Analysis,7.6,5.7,0.9,6.5,,,,5.2
James Ward,46540637-8325-4ee2-81be-13913551ad66,Bioinformatics,3,9.1,9.7,4.3,4.1,3.4,,5.6
Angela Alvarez,415c0061-1dee-492b-8298-10039c953b8c,Bioinformatics,9.3,1,3.4,2.7,0.4,8.2,,4.2
Lillian Rogers,0a6de26a-03d6-4d1a-a9a8-15f71146e365,Machine Learning,7.5,7.6,7.3,,,,,7.5
Madison Nelson,097e3f6a-51a2-4632-b7d0-56ceff7edbc8,Machine Learning,0.7,10,6.6,,,,,5.8
Colin Ortiz,757b63e1-0528-4270-a4e5-829c39c4589e,Bioinformatics,0.2,8.8,1.6,4.7,3.4,9.7,,4.7
Brianna Stewart,ea5ab5bb-cd98-4fa1-bac5-1994e1432242,Big Data Analysis,8.8,0.6,7.8,2.7,,,,5
Charlotte Kim,88e4847c-d03b-4539-b3e2-dd193af06447,Statistical Methods in Biomedical Research,3.6,1.1,5.3,5.7,,,,3.9
Christopher Miller,f9d0b52d-59a9-4c96-a124-2930daa2f206,Big Data Analysis,5.1,4.1,4.3,6.9,,,,5.1
Dylan Cook,fbb0d12e-3519-4baa-b233-3f25cb868fc3,Introduction to Data Science,3.2,0.5,4.5,7.9,0.5,,,3.3
Benjamin Anderson,d6b82355-a770-4b0e-99d3-b0c435f4a99c,Bioinformatics,3.7,1.3,0.3,1.1,1.3,6.5,,2.4
Eva Cox,612bf4b8-6783-4b07-b900-c6b1a94e2ccd,Machine Learning,7.5,9.6,1.4,,,,,6.2
Brandon Williams,3f234c91-0a50-431b-8050-d604ca2dfc82,Introduction to Data Science,7.1,9.5,2.9,9.9,4.7,,,6.8
Joseph Cook,0e0a7f30-9f39-425b-b65e-e8cbb0d78a02,Bioinformatics,9.5,7.8,5.4,7.3,1.1,4.2,,5.9
Gregory Sanchez,a6fdf8e1-c312-4685-8e26-608378e9cb4c,Big Data Analysis,1.6,8.5,4.5,4.6,,,,4.8
Rebecca Adams,9797305b-670e-4ccf-86aa-e6d6f62543f4,Bioinformatics,6.2,6.5,3.7,6.6,9.3,5.3,,6.3
William Myers,9eeaf1ba-5fe9-401f-8922-a9d7f1c1ced5,Machine Learning,5,1.6,8,,,,,4.9
Kayla Turner,b1ab43e2-94da-4d47-9f64-1871d9d2dde8,Machine Learning,3,5.5,4.1,,,,,4.2
Brianna Castillo,65aaceb7-c81b-4e42-9f24-3dd90333513e,Machine Learning,9.5,9.6,7.8,,,,,9
James Jones,37a5d9cc-d448-47fd-b1ff-0f558ae9c7f1,Big Data Analysis,6.8,3.9,6.6,2.8,,,,5
Jennifer Ramos,189c2f09-4d79-44cc-8d22-68bf2eb6acaf,Statistical Methods in Biomedical Research,2.3,9.3,2,3.2,,,,4.2
Sophia Campbell,dc6efd42-1050-470c-8543-ec5422874a37,Bioinformatics,7.8,7.9,2.5,8.7,7.3,6.1,,6.7
Diana Gomez,b87ead1e-621a-4a14-a7a3-1e9a01ed8606,Machine Learning,1.4,8.8,7.9,,,,,6
Amber Chavez,983b5481-65c8-4cec-80f5-5a9bc61ebe08,Machine Learning,8.9,4.3,5.7,,,,,6.3
Sophia James,498aa049-de3f-4b8a-8bb6-d94052d2d2e1,Introduction to Data Science,9,2.1,6.9,4.7,0.5,,,4.6
Ashley Ramos,a9ce196b-563d-4d38-b990-b4bafa0e773d,Big Data Analysis,1.7,1.4,6.5,1.2,,,,2.7
Lily Collins,331a00da-484b-4043-8ec5-d34db04fd06a,Machine Learning,8.7,3.9,6.4,,,,,6.3
Noah Williams,4d8ab09f-57ab-4419-9c9a-003c0c7f6448,Bioinformatics,0.3,7,1.7,4.2,5.4,3.6,,3.7
Austin Williams,a99ecb29-57ed-4d36-b790-d1704c170241,Machine Learning,0.7,3.4,7.1,,,,,3.7
Andrew Young,eebdda47-75ff-46ae-b248-9817d7b6a992,Statistical Methods in Biomedical Research,5.6,2.8,6.7,1.4,,,,4.1
Heather Ramirez,c2566259-9c35-4364-a16f-f9fa27e79c19,Statistical Methods in Biomedical Research,5.5,9,6,4.4,,,,6.2
Henry Turner,df519cbf-9af4-4784-b5cc-1e43e18b1088,Big Data Analysis,4.6,4.8,8.1,8.8,,,,6.6
Jason Baker,979f7b80-f9e3-40c0-af27-f1b5cf4fc87e,Introduction to Data Science,4.6,8.6,8.5,2.9,0.6,,,5
Jackson Ramirez,5f3104bd-a3eb-41bb-8367-c12b580db78b,Machine Learning,0.8,3.5,8.1,,,,,4.1
Jack Myers,dd033c95-8f4a-4c6c-b4d8-c6fe17b44735,Introduction to Data Science,6.4,6.2,7.1,8.1,1.2,,,5.8
Aaron Walker,f788b742-d390-48f2-8fb4-ab1b830c46f5,Bioinformatics,8.2,4,3.2,10,1.7,3.4,,5.1
David Ross,44d2e169-de83-404e-91c6-f60680ba286b,Statistical Methods in Biomedical Research,6.5,7.1,3.4,7.7,,,,6.2
Gabriel Peterson,7b416ac2-df8f-43c0-bf69-ae154b84c3c7,Statistical Methods in Biomedical Research,9.7,7.5,0.4,2.1,,,,4.9
Ashley Morris,9b9471dc-9839-479b-a2ef-65b122e29f9e,Bioinformatics,8.2,7.1,1.3,5.6,3.7,3.8,,5
Amber Long,ce779334-6b9d-460f-8bb8-4d55e524845d,Statistical Methods in Biomedical Research,2.1,1.7,8.9,3.9,,,,4.2
Hannah Jones,eed6b5a8-2f25-4d03-9567-528402affa42,Machine Learning,5.9,7.4,3.9,,,,,5.7
Cameron Collins,69365d74-36e4-4202-b0c6-b0221a35fa4f,Statistical Methods in Biomedical Research,4,8.3,8.2,9.6,,,,7.5
Caleb Gray,302717e6-18a8-4535-bbef-0acd4d7be7de,Statistical Methods in Biomedical Research,6.9,4.1,8.9,5.6,,,,6.4
Mason Miller,93fe0388-62c9-476f-8271-1c1d4ae24a0e,Bioinformatics,3.8,1.1,10,3,4.7,2.3,,4.2
Henry Sanders,896129c6-5aec-43dd-961f-0acb5b331e6b,Introduction to Data Science,4.6,5.7,5.9,2,1.7,,,4
Austin Morgan,8ba5ce2f-a49f-4737-90a8-182da028d768,Bioinformatics,2.4,0.2,1.6,1.9,3,7.5,,2.8
Logan Johnson,30f14636-f3ed-48d8-9766-166aeb65bc6e,Big Data Analysis,6.7,4.5,1,6.5,,,,4.7
Alice Mitchell,a4713da3-ef8b-420c-a3db-0739a2d531b3,Big Data Analysis,1.3,5.3,6.7,2.5,,,,4
Rebecca Kim,110bbf00-747b-441a-a2c1-0c3bdd8f1ff4,Bioinformatics,6.6,8,0.4,4.4,3,4.3,,4.5
Katherine Sanchez,67b894b6-96c1-487f-9da7-519a4409ecee,Statistical Methods in Biomedical Research,7.6,6.2,8.9,5.8,,,,7.1
Jane Cruz,0a92558a-e4a9-4745-8936-e85e0f32a51d,Machine Learning,3.3,0.8,3.3,,,,,2.5
Gregory Watson,c28b0d7c-4026-43a4-b1af-f06f2893583a,Machine Learning,1.7,5.1,0.5,,,,,2.4
Jackson Ward,b25fba6a-61c7-4b58-92db-8724e63c77a1,Big Data Analysis,9,5.6,0.1,7.4,,,,5.5
Kimberly Cooper,4899efe3-b5b7-48de-9b64-794ed8d60fc9,Bioinformatics,1.9,8.5,4.6,4.7,6.9,1.2,,4.6
Heather Ortiz,ddf77f66-3707-4b73-8ff7-83084e3098e2,Machine Learning,7,9.9,0.7,,,,,5.9
Abigail Cruz,39b55e81-3da3-4552-abb0-d433e420f154,Statistical Methods in Biomedical Research,9.5,5,4.3,2.7,,,,5.4
Ryan Cook,f39d3cd1-8448-4207-abaa-8acd3c1e3638,Big Data Analysis,4,9.9,5.3,9.6,,,,7.2
Kimberly Scott,3d448b18-22a7-4613-aed3-b36c9204f23e,Statistical Methods in Biomedical Research,4.2,9.3,3.7,0.9,,,,4.5
Jane Bennett,83d688ea-a8d0-4247-8672-2926a4fe266e,Bioinformatics,8.4,7.4,8.6,7.6,9.4,0.9,,7.1
Dylan Jimenez,c47df00b-e323-4284-8d1a-9f0d12ea85b6,Bioinformatics,9.1,5.2,4.8,1.4,7.3,1.4,,4.9
Lucas Smith,efca7f6f-f736-4f40-ba48-752995b07ad0,Machine Learning,1.2,2.7,6.6,,,,,3.5
Nathan Jackson,4c04ff73-039c-4d9d-aad2-ebd2e82cce3f,Statistical Methods in Biomedical Research,8.4,5.6,8.4,1.5,,,,6
Hannah Nguyen,20aa34f6-573b-4e31-9755-57179972c1cc,Introduction to Data Science,2.8,4.7,6.3,2.8,0.9,,,3.5
Charles Hall,0d3cae28-394e-4a80-b70d-50c5f7491df6,Machine Learning,5.6,6.9,7.2,,,,,6.6
Sophia Torres,e39a6206-eca3-4855-ad89-7bc46c06e9b3,Bioinformatics,0.4,4.1,4.1,9.6,1.1,5.8,,4.2
Andrew Wilson,a642f8f9-d187-4c03-995c-fca25316cec9,Statistical Methods in Biomedical Research,1,8.6,1.1,2.4,,,,3.3
Austin Martin,91fb20ee-730a-49b2-83ef-da1df93dc105,Machine Learning,9.7,9.8,7.3,,,,,8.9
Rebecca Stewart,677a8cc8-e494-4ecf-bbad-47199cba9733,Introduction to Data Science,2.4,2.8,8.6,7.1,5.7,,,5.3
Anna Martin,34d94a5b-c8d3-4fc5-9d6e-1aae83068140,Statistical Methods in Biomedical Research,3.5,5.6,9.8,0.5,,,,4.9
Caroline Chavez,b7a3db55-2f9d-4e9d-b5fe-cf6159615c61,Big Data Analysis,7.9,2.7,1.8,4.3,,,,4.2
Ethan Parker,afee5c32-feae-47cc-bbfc-8841daa4ecb2,Introduction to Data Science,3,2.7,7.6,5.8,8.6,,,5.5
Christopher Lee,d890d1a3-c708-4409-a55e-4deb194620cf,Big Data Analysis,7.1,8.9,7.4,8.2,,,,7.9
Ryan Mitchell,0730fea7-e2c0-411b-8f34-c2b5b9d52c87,Bioinformatics,5.6,6.2,2.5,7.7,5.8,1.6,,4.9
Henry Edwards,3d2146a7-f187-4a58-823f-d49d149893e0,Statistical Methods in Biomedical Research,0.2,0.9,7.3,8.3,,,,4.2
Matthew Bennett,dd5f3e65-ee55-4b56-b619-0fc909bfc95e,Bioinformatics,6.6,8.4,0.6,8,3.1,9.3,,6
Cameron Parker,c2774a8d-ff1b-4104-b271-89f0e5fef9e4,Bioinformatics,1.7,9.4,5.4,3,9.6,4.6,,5.6
Thomas Cox,2f7005c6-0315-4e66-a064-fed31a1cea5a,Machine Learning,1.1,2.7,8.7,,,,,4.2
Connor Ramirez,7529c2b5-85d3-49b2-b559-5eaa746f93c2,Bioinformatics,0.6,0.8,4.3,5.4,6.8,2.6,,3.4
Claire Cox,0cdfedb9-43a0-406a-81e5-ba96b2b1c4a4,Introduction to Data Science,1.9,0.5,4.1,3.1,8,,,3.5
David Garcia,9bb211a9-2e96-4a14-9cc5-dca42738a7cd,Machine Learning,9.8,9.7,8.5,,,,,9.3
Lucas Diaz,03a269d0-836f-4755-a678-01064edf4b5a,Machine Learning,6.4,6.2,9.3,,,,,7.3
Amanda Jimenez,d04c1cd0-80c6-43fb-aff7-c7b71aaa32d0,Big Data Analysis,8,0.4,5.8,6.8,,,,5.3
Eva Taylor,c7a9ad02-c308-4ed6-a58e-84eb65a408f5,Introduction to Data Science,8.7,1.5,8.3,0.5,9.2,,,5.6
Kayla Rogers,1d2a842c-fb61-4cac-ace0-11dbbc09d8c5,Big Data Analysis,9.6,1.9,4.7,6.4,,,,5.7
Matthew Peterson,fb306280-a878-450d-bc92-ae93fe1451b5,Statistical Methods in Biomedical Research,2.1,4.8,7.3,2.7,,,,4.2
Hannah Parker,ab4048df-32a3-4122-a6aa-6442d1a5a553,Statistical Methods in Biomedical Research,5.7,2.2,1.7,2.1,,,,2.9
Audrey Young,6f87e3f6-3034-441f-9fb9-7496fc19c750,Statistical Methods in Biomedical Research,9.8,3.2,1.1,1.6,,,,3.9
Sarah Williams,1a61ecb8-280b-4ec1-98de-590cf458990c,Introduction to Data Science,5,6.5,9.1,1.4,1.2,,,4.6
Brian Cruz,4cc37b3b-5515-44f9-b474-535459eedbfb,Statistical Methods in Biomedical Research,1.2,4.8,2.8,5.8,,,,3.7
Hannah Long,ff46a3cf-628a-457c-9c8b-ddd32369102e,Machine Learning,0.8,5.4,8.8,,,,,5
Barbara Hill,44bd6ac4-1c8c-4622-a28f-8389a26bab2a,Bioinformatics,5,5.4,3.5,1.1,5,1.7,,3.6
Nathan Kim,280f0c62-e197-4061-903e-cf4b96819e8c,Big Data Analysis,1.3,6.5,0.2,3.9,,,,3
Brianna Cooper,457f7c9f-0d20-4586-be57-ba1fe2472036,Bioinformatics,8.3,5.6,9.4,8.1,3.4,5.4,,6.7
Julia Nelson,060b1512-be8f-4131-9a46-7d94e8eb1c09,Bioinformatics,3.7,1,2.2,9.1,5.4,1.5,,3.8
Lily Reyes,9064caa8-c9b3-4f1f-a3b7-9fe62c238be9,Bioinformatics,3.9,2.4,3.8,3.6,9,9.1,,5.3
Hannah Kim,1398d48f-c1ef-4e0b-b9dd-54e475b1a503,Bioinformatics,0.4,7,9.9,8.3,6.6,5.2,,6.2
Eva James,7888875d-f022-4eed-8289-06a7ca7d92e9,Introduction to Data Science,0.8,7.9,7.5,3.4,9.3,,,5.8
Jordan Gutierrez,89b9e5b0-cef9-4e48-bd28-7972dfed415d,Statistical Methods in Biomedical Research,8.8,5.6,8.4,3.3,,,,6.5
Isabella Hill,211f6a46-d3be-41d6-852f-e98f5bec4bc1,Machine Learning,5.9,0.7,3.4,,,,,3.3
Diana Baker,88ebfb07-5bf2-4edd-ac87-afeec14335f5,Big Data Analysis,7.9,9,1.4,4.2,,,,5.6
Alice Parker,fc0f95c1-f442-45a0-a1d0-8bce49050f49,Introduction to Data Science,1.6,6.7,6.2,4.5,3.8,,,4.6
Kimberly Green,af7a6ca6-60ed-4b92-abb8-a9b6fda53b53,Bioinformatics,8.4,0.8,6.4,0.2,2.3,7.2,,4.2
Alice Davis,50afbe61-540d-4890-92b3-9f05c9ea676f,Bioinformatics,8.6,2,3.3,1.8,8.7,4.8,,4.9
Jack Collins,4745acd5-bee6-44b0-a5c1-fdee5850caf6,Statistical Methods in Biomedical Research,2.4,3,8.4,5.6,,,,4.9
Jackson Jimenez,ac317cb7-b910-4be1-b8d7-02456e3c538f,Bioinformatics,3.6,7.5,6.5,5.9,0.6,3.1,,4.5
Kevin Morris,c10d64da-aef6-46f8-abfe-b3507fc95280,Bioinformatics,3.5,4.3,9.2,5.9,8.9,6,,6.3
Connor Gutierrez,f82ff29b-270c-44e5-a737-d63790f111e5,Machine Learning,5.6,8.1,2.8,,,,,5.5
Charlotte Torres,b6726a1a-d947-48f8-ba0c-b5b6f4e92b1f,Statistical Methods in Biomedical Research,5.5,9.6,0.8,9.5,,,,6.4
Adam Wright,ef0791f8-8d56-42e8-9b81-5c80baeb641e,Machine Learning,8.7,7.7,0.1,,,,,5.5
Blake Sanchez,a6c2185d-a05e-4d5a-a616-0162ff31f03d,Machine Learning,7.7,7.8,8.8,,,,,8.1
Michael Clark,dc39fbad-b449-4a68-b0b1-37bac7c2bdb1,Bioinformatics,7,1.4,4,9.7,9.3,8.8,,6.7
Amy White,aba11294-b26b-4ba5-968a-5c2a1196c20f,Bioinformatics,7.7,4.2,5.7,5.6,1,5.1,,4.9
Brianna Morris,382923dc-d7fe-4b8d-b116-b469f14a28b9,Introduction to Data Science,2.1,9,1.4,3.5,1.3,,,3.5
Ryan Harris,7dbf499b-e100-4a68-a0cd-76d21ac00fac,Machine Learning,5.8,0.4,9.9,,,,,5.4
Heather Lee,aba6c398-a987-44c3-9127-48ee884ccb34,Statistical Methods in Biomedical Research,2.7,3.1,0.2,8.8,,,,3.7
Deborah Morgan,560b795b-50d0-4789-abf7-97d5ca412f42,Introduction to Data Science,8.6,1.6,2.5,7.3,4.2,,,4.8
Adam Sanders,78bd413d-4b6e-4285-b641-109934e93ff1,Machine Learning,9.4,0.1,9.4,,,,,6.3
Claire Williams,41396600-a200-4831-b3de-901ebfc9654c,Big Data Analysis,8.8,8.7,3.3,9.7,,,,7.6
Noah Peterson,63fcf869-6286-4bb4-b37b-9c6912f330c5,Introduction to Data Science,7.6,8,9.3,2.9,2.3,,,6
Thomas Lewis,c2617015-afdc-4f0f-9f8c-728d5c196ee3,Statistical Methods in Biomedical Research,5.1,6,2.1,1.6,,,,3.7
Gregory Rodriguez,0948c96b-6c25-4cec-9b45-5af08b18d6f2,Big Data Analysis,4.3,9.8,4.8,1.9,,,,5.2
Rachel Taylor,9201054c-4925-42ce-8470-ce7f58998001,Introduction to Data Science,6,1.6,3.2,7.7,6.8,,,5.1
Anna Phillips,77af7f43-8249-4217-8bb3-ef004f400d4b,Machine Learning,6.6,2.3,0.4,,,,,3.1
Henry Carter,37df3bb1-b163-4248-84c9-df870e00b048,Big Data Analysis,3.7,1.4,6.8,4,,,,4
Lillian Moore,0ee80ff7-6474-491b-9ccd-7f4bda6f5a2f,Introduction to Data Science,8.9,2.4,8.8,4.6,7.5,,,6.4
Brianna Cruz,cb1a78ce-0fe7-4e1a-872f-8264c6dff02e,Big Data Analysis,0.8,9.5,0.4,3.6,,,,3.6
Rachel Peterson,b8d9d69b-0ee3-469c-86f1-cc3c4ca9b209,Bioinformatics,7.8,4.6,5,9.6,7.1,4.2,,6.4
Jonathan Robinson,fad7f8e1-f33c-4ace-94c8-c96aca5e33b7,Machine Learning,2.2,5.7,2.1,,,,,3.3
Chloe Phillips,0d3f92e4-5c62-4285-b5f0-8f0cf2e93682,Machine Learning,4.9,4.2,1.9,,,,,3.7
Audrey Patel,c8174fbe-1d9e-443c-b04e-b153984792ab,Statistical Methods in Biomedical Research,0.8,8.8,8.2,9.1,,,,6.7
Dylan Patel,3efd05a7-e44f-4d46-b5d1-2e11c6b65acc,Machine Learning,4.2,3.4,2.4,,,,,3.3
Katherine White,7245025d-be3d-4031-abdd-a83af42e84ed,Bioinformatics,6.4,7,0.1,4.7,0.9,4.2,,3.9
Abigail Harris,35e3093c-854f-455f-b9a2-40182f73f667,Statistical Methods in Biomedical Research,2.3,2.4,6.3,6.5,,,,4.4
Courtney Gray,b4deb899-fd6a-4a48-a988-ec11fcfda908,Statistical Methods in Biomedical Research,0.6,0.5,3.4,2.3,,,,1.7
Kayla Johnson,debfe84e-3665-40bb-8659-f5977453b83a,Introduction to Data Science,0.8,0.5,8,5.6,4.4,,,3.9
Chloe Smith,1dd6700d-c1b9-4c89-9b5d-8da5582601d4,Introduction to Data Science,5.8,6.6,7.9,1.5,1,,,4.6
Benjamin Howard,8f52d83b-6b53-4f4c-9bd8-26986c5b62b8,Introduction to Data Science,2.8,6.4,8.4,0.7,1,,,3.9
Aaron Long,d3e77c38-9adb-4e04-87cb-2c75da7a2d05,Statistical Methods in Biomedical Research,8.7,6.7,6.2,1.5,,,,5.8
Anna Hughes,1dd43cc1-0913-4bc9-bcd0-0a02b361bea0,Statistical Methods in Biomedical Research,0.6,5.3,8.7,1.7,,,,4.1
Cameron Patel,c0252aa3-a885-45b4-adb9-9d153c10286e,Big Data Analysis,0.5,4.9,5,2.8,,,,3.3
Michael Robinson,a2e01d81-0eb2-4690-bd29-eb905a3f6b2b,Big Data Analysis,8.7,7.9,2.5,5.2,,,,6.1
Jennifer Evans,920187fd-a7e6-4550-8c7a-96befbe677b8,Big Data Analysis,6.3,2.8,2.4,9.5,,,,5.3
Zachary Morales,5e88b54f-fd46-4c14-80cf-a9e3c2dc0171,Machine Learning,8.1,9.3,3.6,,,,,7
Heather Brooks,f045e7a7-10c6-4e85-8a7a-87cc7f5b8d37,Statistical Methods in Biomedical Research,1.3,5.2,7.6,0.7,,,,3.7
